Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A6N8AY88	unreviewed	Corrinoid adenosyltransferase	69392	Stenotrophomonas sp.	184	IPR029499	4..179
A0A6N8CSV9	unreviewed	Corrinoid adenosyltransferase	2599694	Terrilactibacillus tamarindi	181	IPR029499	2..177
A0A6N8F638	unreviewed	Corrinoid adenosyltransferase	44252	Paenibacillus macerans	189	IPR029499	3..180
A0A6N8FFU8	unreviewed	Corrinoid adenosyltransferase	2678566	Ornithinibacillus caprae	185	IPR029499	2..179
A0A6N8G467	unreviewed	Corrinoid adenosyltransferase	2607326	Streptomonospora sp. PA3	199	IPR029499	9..193
A0A6N8GB10	unreviewed	Corrinoid adenosyltransferase	2607326	Streptomonospora sp. PA3	206	IPR029499	22..187
A0A6N8HET5	unreviewed	Corrinoid adenosyltransferase	1038845	Flavobacterium rakeshii	190	IPR029499	2..185
A0A6N8HQY1	unreviewed	Corrinoid adenosyltransferase	2654513	Lentibacillus sp. JNUCC-1	185	IPR029499	2..180
A0A6N8IM97	unreviewed	Cobalamin adenosyltransferase	2682844	Ramlibacter pinisoli	188	IPR029499	4..179
A0A6N8J2B6	unreviewed	Corrinoid adenosyltransferase	1031224	Chitinophaga oryziterrae	186	IPR029499	2..183
A0A6N8JFQ4	unreviewed	Corrinoid adenosyltransferase	1031224	Chitinophaga oryziterrae	192	IPR029499	2..181
A0A6N8LQX9	unreviewed	Corrinoid adenosyltransferase	1166323	Sphingomonas carotinifaciens	186	IPR029499	3..180
A0A6N8SK00	unreviewed	Corrinoid adenosyltransferase	417745	Shinella kummerowiae	191	IPR029499	3..185
A0A6N8TIF7	unreviewed	Corrinoid adenosyltransferase	352475	Shinella zoogloeoides	192	IPR029499	3..186
A0A6N8TNI3	unreviewed	Corrinoid adenosyltransferase	2656763	Apibacter sp. B2912	188	IPR029499	2..184
A0A6N8UE02	unreviewed	Corrinoid adenosyltransferase	2684397	Flavobacteriaceae bacterium Ap0902	188	IPR029499	2..185
A0A6N8V5G4	unreviewed	Corrinoid adenosyltransferase	2026742	Gemmatimonadota bacterium	182	IPR029499	2..181
A0A6N8VYJ8	unreviewed	Corrinoid adenosyltransferase	2026724	Chloroflexota bacterium	190	IPR029499	3..177
A0A6N8WGF3	unreviewed	Corrinoid adenosyltransferase	2605262	Caldilineaceae bacterium SB0665_bin_25	187	IPR029499	3..184
A0A6N8XN35	unreviewed	Corrinoid adenosyltransferase	1898112	Rhodospirillaceae bacterium	193	IPR029499	3..184
A0A6N8Y4W8	unreviewed	Corrinoid adenosyltransferase	2080303	Dadabacteria bacterium	191	IPR029499	3..181
A0A6N8YTD7	unreviewed	Corrinoid adenosyltransferase	2026724	Chloroflexota bacterium	189	IPR029499	4..176
A0A6N8ZB82	unreviewed	Corrinoid adenosyltransferase	2026724	Chloroflexota bacterium	196	IPR029499	4..184
A0A6N9ABW9	unreviewed	Corrinoid adenosyltransferase	2026787	Rhodothermaceae bacterium	181	IPR029499	2..179
A0A6N9AQH1	unreviewed	Corrinoid adenosyltransferase	2026742	Gemmatimonadota bacterium	187	IPR029499	3..184
A0A6N9AWX0	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	199	IPR029499	4..179
A0A6N9B4M5	unreviewed	Corrinoid adenosyltransferase	1904441	Paracoccaceae bacterium	191	IPR029499	5..183
A0A6N9BT62	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	181	IPR029499	4..179
A0A6N9CA00	unreviewed	Corrinoid adenosyltransferase	2026781	Poribacteria bacterium	187	IPR029499	2..180
A0A6N9CYZ2	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	183	IPR029499	9..176
A0A6N9DJA2	unreviewed	Corrinoid adenosyltransferase	2026724	Chloroflexota bacterium	201	IPR029499	15..188
A0A6N9DVJ1	unreviewed	Corrinoid adenosyltransferase	2604892	Nitrospira sp. SB0677_bin_15	194	IPR029499	2..191
A0A6N9FQL9	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	182	IPR029499	4..171
A0A6N9GP62	unreviewed	Corrinoid adenosyltransferase	2026724	Chloroflexota bacterium	114	IPR029499	15..93
A0A6N9GRR6	unreviewed	Corrinoid adenosyltransferase	2026724	Chloroflexota bacterium	73	IPR029499	1..60
A0A6N9HJL7	unreviewed	Cobalamin adenosyltransferase	2692179	Pseudoduganella guangdongensis	184	IPR029499	4..178
A0A6N9NJQ6	unreviewed	Corrinoid adenosyltransferase	2692424	Acidiluteibacter ferrifornacis	182	IPR029499	2..178
A0A6N9Q5W6	unreviewed	Corrinoid adenosyltransferase	2507566	Chengkuizengella marina	189	IPR029499	2..180
A0A6N9R929	unreviewed	Cobalamin adenosyltransferase	2307007	Aromatoleum sp.	185	IPR029499	4..179
A0A6N9RBN9	unreviewed	Cobalamin adenosyltransferase	1869339	Polaromonas sp.	197	IPR029499	4..179
A0A6N9T3I8	unreviewed	Corrinoid adenosyltransferase	2696469	Jiella pacifica	190	IPR029499	3..184
A0A6N9TGX1	unreviewed	Corrinoid adenosyltransferase	471225	Alteromonas genovensis	171	IPR029499	2..169
A0A6N9U8H5	unreviewed	Corrinoid adenosyltransferase	1944	Streptomyces halstedii	190	IPR029499	4..182
A0A6N9UZ02	unreviewed	Corrinoid adenosyltransferase	285562	Streptomyces coelicoflavus	190	IPR029499	4..182
A0A6N9V956	unreviewed	Corrinoid adenosyltransferase	1919	Streptomyces microflavus	190	IPR029499	4..182
A0A6N9YIX4	unreviewed	Corrinoid adenosyltransferase	1783498	Phytoactinopolyspora alkaliphila	207	IPR029499	3..192
A0A6N9ZC52	unreviewed	Corrinoid adenosyltransferase	1076926	Rhizobium laguerreae	192	IPR029499	3..186
A0A6P0CCX5	unreviewed	Corrinoid adenosyltransferase	2698830	Sulfitobacter sediminilitoris	196	IPR029499	5..190
A0A6P0DS25	unreviewed	Corrinoid adenosyltransferase	384	Rhizobium leguminosarum	192	IPR029499	3..186
A0A6P0F308	unreviewed	Corrinoid adenosyltransferase	1608614	Modestobacter muralis	200	IPR029499	3..179
A0A6P0GDI7	unreviewed	Corrinoid adenosyltransferase	1137989	Geodermatophilus normandii	200	IPR029499	3..179
A0A6P0HEI8	unreviewed	Corrinoid adenosyltransferase	1457234	Nocardioides zeae	191	IPR029499	4..180
A0A6P0UG08	unreviewed	Corrinoid adenosyltransferase	504488	Muriicola jejuensis	191	IPR029499	2..185
A0A6P0UMC0	unreviewed	Corrinoid adenosyltransferase	472055	Leptobacterium flavescens	191	IPR029499	2..185
A0A6P1BZ08	unreviewed	Corrinoid adenosyltransferase	2594946	Bradyrhizobium uaiense	190	IPR029499	5..184
A0A6P1C9C3	unreviewed	Corrinoid adenosyltransferase	398	Rhizobium tropici	192	IPR029499	3..186
A0A6P1CHS1	unreviewed	Corrinoid adenosyltransferase	135487	Nocardia cyriacigeorgica	196	IPR029499	4..178
A0A6P1DAT3	unreviewed	Corrinoid adenosyltransferase	135487	Nocardia cyriacigeorgica	197	IPR029499	4..178
A0A6P1DJQ5	unreviewed	Corrinoid adenosyltransferase	2018083	Gelidibacter sp.	190	IPR029499	2..185
A0A6P1EAP5	unreviewed	Corrinoid adenosyltransferase	1588	Lentilactobacillus hilgardii	178	IPR029499	2..175
A0A6P1EEB1	unreviewed	Corrinoid adenosyltransferase	2691571	Stenotrophomonas sp. 364	184	IPR029499	4..179
A0A6P1ESX4	unreviewed	Corrinoid adenosyltransferase	2690380	Lactobacillus sp. JM1	178	IPR029499	3..176
A0A6P1HE19	unreviewed	Corrinoid adenosyltransferase	2692425	Pontibacillus sp. HMF3514	185	IPR029499	2..179
A0A6P1HX03	unreviewed	Corrinoid adenosyltransferase	2663121	Rhodococcus sp. WAY2	191	IPR029499	4..180
A0A6P1IEF0	unreviewed	Cobalamin adenosyltransferase	434010	Hydrogenophaga sp. PBL-H3	188	IPR029499	4..179
A0A6P1IPY6	unreviewed	Cobalamin adenosyltransferase	2651974	Hydrogenophaga sp. BPS33	188	IPR029499	4..179
A0A6P1KHF1	unreviewed	Corrinoid adenosyltransferase	34062	Moraxella osloensis	187	IPR029499	4..184
A0A6P1LVY1	unreviewed	Corrinoid adenosyltransferase	70348	Acinetobacter dispersus	195	IPR029499	4..187
A0A6P1MDN3	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	2697030	Aminipila terrae	337	IPR029499	3..178
A0A6P1NYC8	unreviewed	Corrinoid adenosyltransferase	2698458	Nibribacter ruber	183	IPR029499	2..180
A0A6P1RGA4	unreviewed	Corrinoid adenosyltransferase	2493093	Bradyrhizobium sp. LCT2	190	IPR029499	5..184
A0A6P1T2F6	unreviewed	Corrinoid adenosyltransferase	2683284	Algicella marina	190	IPR029499	5..184
A0A6P1U997	unreviewed	Corrinoid adenosyltransferase	2698684	Sinimarinibacterium sp. NLF-5-8	182	IPR029499	4..176
A0A6P1V4N6	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1134687	Klebsiella michiganensis	336	IPR029499	2..180
A0A6P1W739	unreviewed	Corrinoid adenosyltransferase	2666025	Spirosoma endbachense	183	IPR029499	2..181
A0A6P1YN06	unreviewed	Corrinoid adenosyltransferase	1745854	Ancylobacter pratisalsi	225	IPR029499	5..210
A0A6P2A591	unreviewed	Corrinoid adenosyltransferase	2093813	Thioalkalivibrio sp.	192	IPR029499	5..179
A0A6P2ALG0	unreviewed	Corrinoid adenosyltransferase	2052180	Phycisphaerales bacterium	194	IPR029499	2..184
A0A6P2B9B6	unreviewed	Corrinoid adenosyltransferase	2024896	Anaerolineaceae bacterium	181	IPR029499	2..179
A0A6P2BK93	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	185	IPR029499	3..178
A0A6P2C2P2	unreviewed	Corrinoid adenosyltransferase	2480626	Trebonia kvetii	186	IPR029499	2..180
A0A6P2C427	unreviewed	Corrinoid adenosyltransferase	2480626	Trebonia kvetii	202	IPR029499	11..196
A0A6P2CGD5	unreviewed	Corrinoid adenosyltransferase	38312	Rhodococcus rhodnii	190	IPR029499	4..179
A0A6P2CTJ8	unreviewed	Corrinoid adenosyltransferase	1210884	Gemmata massiliana	191	IPR029499	4..183
A0A6P2DTJ3	unreviewed	Cobalamin adenosyltransferase	662548	Variovorax sp. (strain JCM 16519 / RA8)	190	IPR029499	4..179
A0A6P2DX55	unreviewed	Cobalamin adenosyltransferase	434009	Variovorax sp. PBL-H6	198	IPR029499	4..179
A0A6P2E1P9	unreviewed	Cobalamin adenosyltransferase	434008	Variovorax sp. PBS-H4	196	IPR029499	4..179
A0A6P2E2F4	unreviewed	Cobalamin adenosyltransferase	434014	Variovorax sp. PBL-E5	201	IPR029499	4..179
A0A6P2GCM9	unreviewed	Cobalamin adenosyltransferase	179879	Burkholderia anthina	183	IPR029499	4..179
A0A6P2IF29	unreviewed	Cobalamin adenosyltransferase	482957	Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 / R18194 / 383)	183	IPR029499	4..179
A0A6P2JLN6	unreviewed	Cobalamin adenosyltransferase	482957	Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 / R18194 / 383)	183	IPR029499	4..179
A0A6P2JQ21	unreviewed	Cobalamin adenosyltransferase	482957	Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 / R18194 / 383)	183	IPR029499	4..179
A0A6P2L357	unreviewed	Cobalamin adenosyltransferase	488732	Burkholderia diffusa	183	IPR029499	4..179
A0A6P2R8S3	unreviewed	Cobalamin adenosyltransferase	1207504	Burkholderia pseudomultivorans	183	IPR029499	4..179
A0A6P2SU17	unreviewed	Cobalamin adenosyltransferase	2015348	Burkholderia aenigmatica	183	IPR029499	4..179
A0A6P2VBH1	unreviewed	Cobalamin adenosyltransferase	482957	Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 / R18194 / 383)	183	IPR029499	4..179
A0A6P2X092	unreviewed	Cobalamin adenosyltransferase	482957	Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 / R18194 / 383)	183	IPR029499	4..179
A0A6P2XZ89	unreviewed	Cobalamin adenosyltransferase	482957	Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 / R18194 / 383)	183	IPR029499	4..179
A0A6P3BL07	unreviewed	Cobalamin adenosyltransferase	482957	Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 / R18194 / 383)	183	IPR029499	4..179
A0A6P3F165	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	10160	Octodon degus	239	IPR029499	21..235
A0A6P3GKD4	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	43346	Bison bison bison	241	IPR029499	21..235
A0A6P3R6N7	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	132908	Pteropus vampyrus	237	IPR029499	18..233
A0A6P3R859	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	132908	Pteropus vampyrus	224	IPR029499	18..206
A0A6P3V319	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	132113	Bombus impatiens	226	IPR029499	26..214
A0A6P3WRP6	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	609295	Dinoponera quadriceps	224	IPR029499	27..214
A0A6P5A0D3	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	7741	Branchiostoma belcheri	203	IPR029499	3..198
A0A6P5AH98	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	7741	Branchiostoma belcheri	236	IPR029499	37..231
A0A6P5D771	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	9915	Bos indicus	241	IPR029499	21..235
A0A6P5D854	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	9915	Bos indicus	184	IPR029499	21..110
A0A6P5LYX1	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	38626	Phascolarctos cinereus	243	IPR029499	27..241
A0A6P5M1Z1	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	38626	Phascolarctos cinereus	195	IPR029499	27..180
A0A6P5PU47	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	10089	Mus caroli	256	IPR029499	20..209
A0A6P6IQT0	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	9696	Puma concolor	241	IPR029499	21..235
A0A6P6P889	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	7957	Carassius auratus	233	IPR029499	26..232
A0A6P6XYD3	unreviewed	Proteasome alpha-type subunits domain-containing protein	6956	Dermatophagoides pteronyssinus	512	IPR029499	46..242
A0A6P7D0H9	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	9940	Ovis aries	241	IPR029499	21..235
A0A6P7FN60	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	50390	Diabrotica virgifera virgifera	241	IPR029499	21..216
A0A6P7J1L8	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	210632	Parambassis ranga	231	IPR029499	34..230
A0A6P7NJ95	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	158456	Betta splendens	231	IPR029499	27..230
A0A6P7QZ04	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	10089	Mus caroli	235	IPR029499	20..217
A0A6P7R7Q3	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	10089	Mus caroli	247	IPR029499	20..212
A0A6P7SHF0	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	6645	Octopus vulgaris	197	IPR029499	3..194
A0A6P7SIM0	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	6645	Octopus vulgaris	218	IPR029499	15..215
A0A6P7ZJ51	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1415580	Microcaecilia unicolor	210	IPR029499	30..181
A0A6P7ZQ24	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1415580	Microcaecilia unicolor	230	IPR029499	30..228
A0A6P8J2L8	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	6105	Actinia tenebrosa	227	IPR029499	30..224
A0A6P8NHF9	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	103933	Bombus bifarius	226	IPR029499	26..214
A0A6P8RYH3	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	260995	Geotrypetes seraphini	230	IPR029499	20..227
A0A6P8TF35	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	8218	Gymnodraco acuticeps	231	IPR029499	27..230
A0A6P8YZB1	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	161013	Thrips palmi	299	IPR029499	94..290
A0A6P9CYF9	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	94885	Pantherophis guttatus	239	IPR029499	44..234
A0A6S5D341	unreviewed	Corrinoid adenosyltransferase	303	Pseudomonas putida	188	IPR029499	4..182
A0A6S5RPY0	unreviewed	Corrinoid adenosyltransferase	319939	Metapseudomonas otitidis	191	IPR029499	4..187
A0A6S5YTF6	unreviewed	Corrinoid adenosyltransferase	654	Aeromonas veronii	191	IPR029499	2..182
A0A6S6G2P4	unreviewed	Corrinoid adenosyltransferase	1517551	Sphingomonas sp. HMP6	199	IPR029499	3..193
A0A6S6P8M3	unreviewed	Corrinoid adenosyltransferase	758802	Mycolicibacterium litorale	188	IPR029499	4..179
A0A6S6PHD0	unreviewed	Corrinoid adenosyltransferase	435	Acetobacter aceti	192	IPR029499	4..182
A0A6S6QYZ9	unreviewed	Corrinoid adenosyltransferase	708113	Terrihabitans soli	178	IPR029499	2..167
A0A6S6T136	unreviewed	Corrinoid adenosyltransferase	1331704	uncultured Aureispira sp.	184	IPR029499	3..180
A0A6S6YBJ0	unreviewed	Cobalamin adenosyltransferase	311182	Denitratisoma oestradiolicum	206	IPR029499	24..200
A0A6S6ZFZ8	unreviewed	Cobalamin adenosyltransferase	1353891	Achromobacter deleyi	186	IPR029499	4..179
A0A6S6ZQK9	unreviewed	Cobalamin adenosyltransferase	1353889	Achromobacter pestifer	186	IPR029499	4..177
A0A6S7A4X2	unreviewed	Cobalamin adenosyltransferase	1353890	Achromobacter kerstersii	226	IPR029499	45..221
A0A6S7ADV8	unreviewed	Cobalamin adenosyltransferase	1389935	Achromobacter animicus	186	IPR029499	4..178
A0A6S7AU19	unreviewed	Cobalamin adenosyltransferase	621374	Pararobbsia alpina	185	IPR029499	4..180
A0A6S7AXQ0	unreviewed	Cobalamin adenosyltransferase	1544867	Paraburkholderia ultramafica	185	IPR029499	5..180
A0A6S7DNM2	unreviewed	Cobalamin adenosyltransferase	72556	Achromobacter piechaudii	186	IPR029499	4..178
A0A6S7DPT4	unreviewed	Cobalamin adenosyltransferase	1389932	Achromobacter pulmonis	187	IPR029499	4..178
A0A6S7DSC4	unreviewed	Cobalamin adenosyltransferase	1287737	Achromobacter anxifer	184	IPR029499	4..178
A0A6S7EJN3	unreviewed	Cobalamin adenosyltransferase	1287738	Achromobacter dolens	187	IPR029499	4..178
A0A6S7F1H8	unreviewed	Cobalamin adenosyltransferase	217204	Achromobacter insolitus	184	IPR029499	4..178
A0A6T9XYR1	unreviewed	Corrinoid adenosyltransferase	28108	Alteromonas macleodii	171	IPR029499	2..169
A0A6U1TIJ6	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1514140	Trieres chinensis	263	IPR029499	31..247
A0A6U6BV17	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	55529	Guillardia theta	112	IPR029499	22..112
A0A6V6YU08	unreviewed	Corrinoid adenosyltransferase	554283	Flavobacterium chungangense	189	IPR029499	2..185
A0A6V6YZA4	unreviewed	Corrinoid adenosyltransferase	2654844	Flavobacterium salmonis	189	IPR029499	2..185
A0A6V6ZPR6	unreviewed	Corrinoid adenosyltransferase	2744555	Ruegeria sp. THAF57	190	IPR029499	5..184
A0A6V7CW06	unreviewed	Corrinoid adenosyltransferase	83224	Xanthomonas hortorum pv. vitians	185	IPR029499	4..180
A0A6V7EF64	unreviewed	Corrinoid adenosyltransferase	453602	Xanthomonas hortorum pv. pelargonii	185	IPR029499	4..180
A0A6V7HDK8	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	395501	Heterotrigona itama	199	IPR029499	24..187
A0A6V7J5D3	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1563983	Bracon brevicornis	75	IPR029499	1..65
A0A6V7J839	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1563983	Bracon brevicornis	123	IPR029499	34..123
A0A6V8CAX1	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	2163009	Candidatus Poseidoniales archaeon	231	IPR029499	3..203
A0A6V8CF25	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	2163009	Candidatus Poseidoniales archaeon	225	IPR029499	3..198
A0A6V8CRN1	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	2163009	Candidatus Poseidoniales archaeon	232	IPR029499	3..204
A0A6V8CS89	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	2163009	Candidatus Poseidoniales archaeon	213	IPR029499	3..203
A0A6V8D2K7	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	2163009	Candidatus Poseidoniales archaeon	213	IPR029499	3..203
A0A6V8D4G0	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	2163009	Candidatus Poseidoniales archaeon	232	IPR029499	3..203
A0A6V8D5S3	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	2163009	Candidatus Poseidoniales archaeon	231	IPR029499	3..203
A0A6V8DHP2	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	2163009	Candidatus Poseidoniales archaeon	194	IPR029499	3..184
A0A6V8DN54	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	2163009	Candidatus Poseidoniales archaeon	202	IPR029499	3..187
A0A6V8DRQ0	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	2163009	Candidatus Poseidoniales archaeon	203	IPR029499	3..188
A0A6V8E594	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	2163009	Candidatus Poseidoniales archaeon	242	IPR029499	10..213
A0A6V8E5R1	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	2163009	Candidatus Poseidoniales archaeon	231	IPR029499	3..202
A0A6V8EAT9	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	2163009	Candidatus Poseidoniales archaeon	232	IPR029499	3..203
A0A6V8EKY1	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	2163009	Candidatus Poseidoniales archaeon	178	IPR029499	2..175
A0A6V8ELZ3	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	2163009	Candidatus Poseidoniales archaeon	198	IPR029499	3..193
A0A6V8EW64	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	2163009	Candidatus Poseidoniales archaeon	232	IPR029499	3..204
A0A6V8I3E3	unreviewed	Corrinoid adenosyltransferase	1076596	Acetobacter persici	192	IPR029499	4..183
A0A6V8IJ53	unreviewed	Corrinoid adenosyltransferase	2691888	Gluconobacter sp. Gdi	187	IPR029499	5..181
A0A6V8KS45	unreviewed	Corrinoid adenosyltransferase	1076126	Phytohabitans houttuyneae	186	IPR029499	4..175
A0A6V8L318	unreviewed	Corrinoid adenosyltransferase	1076125	Phytohabitans rumicis	187	IPR029499	4..176
A0A6V9XMP1	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1128761	Salmonella enterica subsp. enterica serovar Decatur	336	IPR029499	2..180
A0A6W0NUP1	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	938143	Salmonella enterica subsp. enterica serovar Rubislaw str. ATCC 10717	336	IPR029499	2..180
A0A6W0Q2Y2	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	59201	Salmonella enterica I	336	IPR029499	2..180
A0A6X4PPV9	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1639	Listeria monocytogenes	331	IPR029499	2..178
A0A6X7U5E4	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	179997	Salmonella enterica subsp. enterica serovar Havana	336	IPR029499	2..180
A0A6X8RNU3	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	46626	Salmonella enterica subsp. enterica serovar Give	336	IPR029499	2..180
A0A6Y0GR36	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	149539	Salmonella enteritidis	336	IPR029499	2..180
A0A6Y0YLZ1	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	57045	Salmonella paratyphi B	336	IPR029499	2..180
A0A6Y1HR52	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	90371	Salmonella typhimurium	336	IPR029499	2..180
A0A6Y1UES4	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	59204	Salmonella diarizonae	335	IPR029499	2..179
A0A6Y2K9G1	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	59203	Salmonella enterica subsp. arizonae	334	IPR029499	2..179
A0A6Y5LMU2	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	59204	Salmonella diarizonae	335	IPR029499	2..179
A0A700VNY1	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1639	Listeria monocytogenes	331	IPR029499	2..178
A0A701QWQ0	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1967623	Salmonella enterica subsp. salamae serovar 58:a:-	335	IPR029499	2..179
A0A701UA44	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1967619	Salmonella enterica subsp. salamae serovar 47:b:1,5	335	IPR029499	2..179
A0A701WU57	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	596	Salmonella muenchen	336	IPR029499	2..180
A0A701ZTG2	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	595	Salmonella infantis	336	IPR029499	2..180
A0A702BAZ0	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	486993	Salmonella enterica subsp. enterica serovar Eastbourne	336	IPR029499	2..180
A0A702DPA8	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	59204	Salmonella diarizonae	335	IPR029499	2..179
A0A702G8M1	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	28901	Salmonella enterica	336	IPR029499	2..180
A0A702KQ72	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	363569	Salmonella enterica subsp. enterica serovar Javiana	311	IPR029499	2..149
A0A702L232	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	59202	Salmonella enterica subsp. salamae	335	IPR029499	2..179
A0A702R7V8	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	90371	Salmonella typhimurium	336	IPR029499	2..180
A0A705SKE0	unreviewed	Corrinoid adenosyltransferase	28901	Salmonella enterica	58	IPR029499	2..54
A0A707MSP0	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	90371	Salmonella typhimurium	336	IPR029499	2..180
A0A707YVN0	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	90371	Salmonella typhimurium	336	IPR029499	2..180
A0A708JAE0	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	90371	Salmonella typhimurium	336	IPR029499	2..180
A0A711IN22	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	59201	Salmonella enterica I	336	IPR029499	2..180
A0A711ZFP9	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	59201	Salmonella enterica I	336	IPR029499	2..180
A0A717BUH8	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	220341	Salmonella enterica subsp. enterica serovar Typhi str. CT18	336	IPR029499	2..180
A0A718E0T7	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	220341	Salmonella enterica subsp. enterica serovar Typhi str. CT18	336	IPR029499	2..180
